version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,78.38505601882935,50000.0,10.758817291259765,11.179200839996337,526.4031017382658,20.88227848101266,77.9670886075949,
v8,76.66395688056946,50000.0,10.281948375701905,10.492012691497802,534.6935959695262,24.510389610389606,78.10389610389613,
improvement_pct,,,4.432354436813965,6.147023909257903,1.5749326331634166,-17.374115246455645,-0.1754682632691043,3.0036435349886905
