version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,8.059367895126343,5000.0,1.0896228313446046,1.1936273097991943,497.62264662354585,20.077777777777776,77.19999999999999,
v8,7.756611108779907,5000.0,1.0370754718780517,1.090184497833252,553.0002276150875,20.499999999999996,76.975,
improvement_pct,,,4.822527387913572,8.66625714045908,11.128428612983745,-2.1029330381848297,0.2914507772020652,7.975478000448659
