version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,3.5524022579193115,50000.0,0.6117433071136474,0.7032833576202393,11034.490925812612,21.875,78.75,
v8,3.3416872024536133,50000.0,0.5640700340270997,0.7673671245574951,12693.893578652072,21.25,76.3,
improvement_pct,,,7.793019152343781,-9.112083521228428,15.038325410714473,2.857142857142857,3.1111111111111147,11.415672281529126
