version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,0.6884810924530029,5000.0,0.12717108726501464,0.23866086006164547,0,21.9,78.2,
v8,0.4655020236968994,5000.0,0.08389267921447754,0.10528769493103027,0,19.5,76.4,
improvement_pct,,,34.031641138955,55.88397070896555,0,10.958904109589035,2.3017902813299194,0.0
