version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,1.6314592361450195,1000.0,1.116745948791504,1.116745948791504,0,19.1,76.25,
v8,1.5930070877075195,1000.0,1.0621187686920166,1.0621187686920166,0,21.05,76.5,
improvement_pct,,,4.891638976492601,4.891638976492601,0,-10.20942408376963,-0.32786885245901637,0.0
