version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,0.16211605072021484,1000.0,0.15226411819458008,0.15226411819458008,0,23.5,76.2,
v8,0.15427112579345703,1000.0,0.1371006965637207,0.1371006965637207,0,22.7,76.9,
improvement_pct,,,9.95863097008966,9.95863097008966,0,3.404255319148939,-0.9186351706036782,0.0
