version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,2.0676920413970947,4999.0,0.1197927474975586,0.1266714572906494,1942.2724937858866,22.2,74.66666666666667,
v8,2.0678529739379883,5000.0,0.11224203109741211,0.15376882553100585,1951.3582883580184,22.8,76.26666666666667,
improvement_pct,,,6.303149863309019,-21.391850082044257,0.46779196025279357,-2.7027027027027093,-2.1428571428571352,3.3854709117809065
