version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,1.1239628791809082,5000.0,0.1341630458831787,0.1717515468597412,3978.899322123055,24.65,78.9,
v8,1.0565850734710693,5000.0,0.11687612533569336,0.15268497467041015,3966.333995680754,21.95,76.3,
improvement_pct,,,12.885009008022804,11.101252092303737,-0.3157990545887007,10.95334685598377,3.295310519645131,6.284604976717052
