version,duration,total_operations,response_time_avg,response_time_p95,throughput_avg,cpu_avg,memory_avg,overall
v7,1.881760835647583,10000.0,1.004828929901123,1.004828929901123,0,19.95,76.2,
v8,1.4704492092132568,10000.0,0.5992038249969482,0.5992038249969482,0,23.6,76.7,
improvement_pct,,,40.367578284603034,40.367578284603034,0,-18.295739348370937,-0.6561679790026247,0.0
